# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 2716       7.348748022350e-12       1.796714471076e-13      -3.998977228563e-13       0.000000000000e+00       1.054448366438e-16       2.203716162218e-17      -4.738481061448e-20 
 2717       7.330588020366e-12       1.786750197680e-13      -3.941914965104e-13       0.000000000000e+00       1.052833388137e-16       2.191981266748e-17      -3.512239372311e-20 
 2718       7.312163215081e-12       1.777070941987e-13      -3.884939636963e-13       0.000000000000e+00       1.051221395477e-16       2.179923296224e-17      -2.290476748153e-20 
 2719       7.293477182695e-12       1.767675729884e-13      -3.828067032665e-13       0.000000000000e+00       1.049612385605e-16       2.167560389502e-17      -1.070934330758e-20 
 2720       7.274533511120e-12       1.758563582953e-13      -3.771312986484e-13       0.000000000000e+00       1.048006355636e-16       2.154910740321e-17       1.486534119276e-21 
 2721       7.255335799985e-12       1.749733518465e-13      -3.714693378484e-13       0.000000000000e+00       1.046403302650e-16       2.141992597355e-17       1.370558691936e-20 
 2722       7.235887660652e-12       1.741184549378e-13      -3.658224134559e-13       0.000000000000e+00       1.044803223696e-16       2.128824264259e-17       2.597060407421e-20 
 2723       7.216192716225e-12       1.732915684328e-13      -3.601921226481e-13       0.000000000000e+00       1.043206115788e-16       2.115424099724e-17       3.830444148806e-20 
 2724       7.196254601562e-12       1.724925927628e-13      -3.545800671936e-13       0.000000000000e+00       1.041611975910e-16       2.101810517526e-17       5.073002204920e-20 
 2725       7.176076963284e-12       1.717214279263e-13      -3.489878534568e-13       0.000000000000e+00       1.040020801009e-16       2.088001986579e-17       6.327033569148e-20 
 2726       7.155663459790e-12       1.709779734887e-13      -3.434170924020e-13       0.000000000000e+00       1.038432588001e-16       2.074017030982e-17       7.594843945572e-20 
 2727       7.135017761264e-12       1.702621285816e-13      -3.378693995978e-13       0.000000000000e+00       1.036847333769e-16       2.059874230074e-17       8.878745755111e-20 
 2728       7.114143549689e-12       1.695737919023e-13      -3.323463952208e-13       0.000000000000e+00       1.035265035160e-16       2.045592218484e-17       1.018105814167e-19 
 2729       7.093044518857e-12       1.689128617138e-13      -3.268497040605e-13       0.000000000000e+00       1.033685688992e-16       2.031189686179e-17       1.150410697828e-19 
 2730       7.071724374378e-12       1.682792358439e-13      -3.213809555228e-13       0.000000000000e+00       1.032109292046e-16       2.016685378518e-17       1.285022487325e-19 
 2731       7.050186833696e-12       1.676728116849e-13      -3.159417836345e-13       0.000000000000e+00       1.030535841072e-16       2.002098096303e-17       1.422175117628e-19 
 2732       7.028435626096e-12       1.670934861935e-13      -3.105338270474e-13       0.000000000000e+00       1.028965332783e-16       1.987446695826e-17       1.562103198465e-19 
 2733       7.006474492717e-12       1.665411558898e-13      -3.051587290425e-13       0.000000000000e+00       1.027397763864e-16       1.972750088926e-17       1.705042014933e-19 
 2734       6.984307186562e-12       1.660157168571e-13      -2.998181375344e-13       0.000000000000e+00       1.025833130961e-16       1.958027243035e-17       1.851227528115e-19 
 2735       6.961937472510e-12       1.655170647417e-13      -2.945137050749e-13       0.000000000000e+00       1.024271430690e-16       1.943297181229e-17       2.000896375690e-19 
 2736       6.939369127326e-12       1.650450947519e-13      -2.892470888579e-13       0.000000000000e+00       1.022712659631e-16       1.928578982283e-17       2.154285872551e-19 
 2737       6.916605939676e-12       1.645997016584e-13      -2.840199507229e-13       0.000000000000e+00       1.021156814333e-16       1.913891780718e-17       2.311634011421e-19 
 2738       6.893651710130e-12       1.641807797928e-13      -2.788339571598e-13       0.000000000000e+00       1.019603891310e-16       1.899254766854e-17       2.473179463461e-19 
 2739       6.870510251182e-12       1.637882230481e-13      -2.736907793125e-13       0.000000000000e+00       1.018053887040e-16       1.884687186858e-17       2.639161578891e-19 
 2740       6.847185387256e-12       1.634219248777e-13      -2.685920929837e-13       0.000000000000e+00       1.016506797972e-16       1.870208342800e-17       2.809820387599e-19 
 2741       6.823680954717e-12       1.630817782953e-13      -2.635395786383e-13       0.000000000000e+00       1.014962620516e-16       1.855837592698e-17       2.985396599760e-19 
 2742       6.800000801886e-12       1.627676758741e-13      -2.585349214083e-13       0.000000000000e+00       1.013421351053e-16       1.841594350573e-17       3.166131606447e-19 
 2743       6.776148789048e-12       1.624795097467e-13      -2.535798110968e-13       0.000000000000e+00       1.011882985926e-16       1.827498086500e-17       3.352267480246e-19 
 2744       6.752128788461e-12       1.622171716044e-13      -2.486759421817e-13       0.000000000000e+00       1.010347521447e-16       1.813568326655e-17       3.544046975873e-19 
 2745       6.727944684372e-12       1.619805526969e-13      -2.438250138207e-13       0.000000000000e+00       1.008814953893e-16       1.799824653371e-17       3.741713530783e-19 
 2746       6.703600373026e-12       1.617695438320e-13      -2.390287298546e-13       0.000000000000e+00       1.007285279505e-16       1.786286705183e-17       3.945511265790e-19 
 2747       6.679099762677e-12       1.615840353748e-13      -2.342887988122e-13       0.000000000000e+00       1.005758494495e-16       1.772974176887e-17       4.155684985678e-19 
 2748       6.654446773597e-12       1.614239172475e-13      -2.296069339140e-13       0.000000000000e+00       1.004234595035e-16       1.759906819582e-17       4.372480179816e-19 
 2749       6.629645338092e-12       1.612890789288e-13      -2.249848530769e-13       0.000000000000e+00       1.002713577267e-16       1.747104440726e-17       4.596143022774e-19 
 2750       6.604699572845e-12       1.611793646658e-13      -2.204240790316e-13       0.000000000000e+00       1.001195436548e-16       1.734582607935e-17       4.826786846424e-19 
 2751       6.579614296938e-12       1.610944388478e-13      -2.159253385072e-13       0.000000000000e+00       9.996801652045e-17       1.722339735279e-17       5.063990778141e-19 
 2752       6.554394516612e-12       1.610339199145e-13      -2.114891598555e-13       0.000000000000e+00       9.981677547663e-17       1.710369928314e-17       5.307198966422e-19 
 2753       6.529045253197e-12       1.609974250778e-13      -2.071160726480e-13       0.000000000000e+00       9.966581967166e-17       1.698667274077e-17       5.555853913778e-19 
 2754       6.503571543122e-12       1.609845703204e-13      -2.028066076763e-13       0.000000000000e+00       9.951514824913e-17       1.687225841060e-17       5.809396475228e-19 
 2755       6.477978437934e-12       1.609949703948e-13      -1.985612969538e-13       0.000000000000e+00       9.936476034785e-17       1.676039679200e-17       6.067265856796e-19 
 2756       6.452271004307e-12       1.610282388222e-13      -1.943806737161e-13       0.000000000000e+00       9.921465510192e-17       1.665102819861e-17       6.328899614007e-19 
 2757       6.426454324058e-12       1.610839878914e-13      -1.902652724224e-13       0.000000000000e+00       9.906483164064e-17       1.654409275812e-17       6.593733650383e-19 
 2758       6.400533494161e-12       1.611618286573e-13      -1.862156287563e-13       0.000000000000e+00       9.891528908857e-17       1.643953041215e-17       6.861202215940e-19 
 2759       6.374513626761e-12       1.612613709401e-13      -1.822322796270e-13       0.000000000000e+00       9.876602656551e-17       1.633728091604e-17       7.130737905686e-19 
 2760       6.348399849187e-12       1.613822233240e-13      -1.783157631699e-13       0.000000000000e+00       9.861704318645e-17       1.623728383871e-17       7.401771658112e-19 
 2761       6.322197303966e-12       1.615239931563e-13      -1.744666187482e-13       0.000000000000e+00       9.846833806166e-17       1.613947856245e-17       7.673732753694e-19 
 2762       6.295911148837e-12       1.616862865457e-13      -1.706853869535e-13       0.000000000000e+00       9.831991029656e-17       1.604380428280e-17       7.946048813387e-19 
 2763       6.269546556766e-12       1.618687083618e-13      -1.669726096069e-13       0.000000000000e+00       9.817175899185e-17       1.595020000831e-17       8.218145797121e-19 
 2764       6.243108715957e-12       1.620708622334e-13      -1.633288297599e-13       0.000000000000e+00       9.802388324337e-17       1.585860456043e-17       8.489448002298e-19 
 2765       6.216602829870e-12       1.622923505476e-13      -1.597545916957e-13       0.000000000000e+00       9.787628214222e-17       1.576895657330e-17       8.759378062287e-19 
 2766       6.190034117230e-12       1.625327744489e-13      -1.562504409299e-13       0.000000000000e+00       9.772895477466e-17       1.568119449359e-17       9.027356944923e-19 
 2767       6.163407812044e-12       1.627917338374e-13      -1.528169242118e-13       0.000000000000e+00       9.758190022216e-17       1.559525658032e-17       9.292803950999e-19 
 2768       6.136729163616e-12       1.630688273682e-13      -1.494545895251e-13       0.000000000000e+00       9.743511756136e-17       1.551108090470e-17       9.555136712768e-19 
 2769       6.110003436555e-12       1.633636524503e-13      -1.461639860892e-13       0.000000000000e+00       9.728860586409e-17       1.542860534995e-17       9.813771192434e-19 
 2770       6.083235910797e-12       1.636758052448e-13      -1.429456643599e-13       0.000000000000e+00       9.714236419735e-17       1.534776761113e-17       1.006812168065e-18 
 2771       6.056431881613e-12       1.640048806645e-13      -1.398001760308e-13       0.000000000000e+00       9.699639162333e-17       1.526850519497e-17       1.031760079502e-18 
 2772       6.029596659623e-12       1.643504723722e-13      -1.367280740337e-13       0.000000000000e+00       9.685068719936e-17       1.519075541968e-17       1.056161947859e-18 
 2773       6.002735570813e-12       1.647121727801e-13      -1.337299125404e-13       0.000000000000e+00       9.670524997794e-17       1.511445541480e-17       1.079958699833e-18 
 2774       5.975853956547e-12       1.650895730479e-13      -1.308062469632e-13       0.000000000000e+00       9.656007900673e-17       1.503954212101e-17       1.103091094366e-18 
 2775       5.948957173582e-12       1.654822630824e-13      -1.279576339558e-13       0.000000000000e+00       9.641517332853e-17       1.496595228999e-17       1.125499722492e-18 
 2776       5.922050594078e-12       1.658898315358e-13      -1.251846314148e-13       0.000000000000e+00       9.627053198131e-17       1.489362248419e-17       1.147125007191e-18 
 2777       5.895139605617e-12       1.663118658050e-13      -1.224877984802e-13       0.000000000000e+00       9.612615399814e-17       1.482248907671e-17       1.167907203230e-18 
 2778       5.868229611215e-12       1.667479520300e-13      -1.198676955368e-13       0.000000000000e+00       9.598203840725e-17       1.475248825110e-17       1.187786397022e-18 
 2779       5.841326029333e-12       1.671976750931e-13      -1.173248842148e-13       0.000000000000e+00       9.583818423201e-17       1.468355600122e-17       1.206702506470e-18 
 2780       5.814434293895e-12       1.676606186176e-13      -1.148599273914e-13       0.000000000000e+00       9.569459049088e-17       1.461562813101e-17       1.224595280819e-18 
 2781       5.787559854300e-12       1.681363649665e-13      -1.124733891913e-13       0.000000000000e+00       9.555125619747e-17       1.454864025436e-17       1.241404300505e-18 
 2782       5.760708175434e-12       1.686244952418e-13      -1.101658349876e-13       0.000000000000e+00       9.540818036048e-17       1.448252779495e-17       1.257068977004e-18 
 2783       5.733884737690e-12       1.691245892828e-13      -1.079378314036e-13       0.000000000000e+00       9.526536198375e-17       1.441722598603e-17       1.271528552682e-18 
 2784       5.707095036973e-12       1.696362256653e-13      -1.057899463128e-13       0.000000000000e+00       9.512280006619e-17       1.435266987028e-17       1.284722100645e-18 
 2785       5.680344584721e-12       1.701589817006e-13      -1.037227488407e-13       0.000000000000e+00       9.498049360183e-17       1.428879429963e-17       1.296588524589e-18 
 2786       5.653638907915e-12       1.706924334336e-13      -1.017368093653e-13       0.000000000000e+00       9.483844157979e-17       1.422553393511e-17       1.307066558649e-18 
 2787       5.626983549095e-12       1.712361556426e-13      -9.983269951848e-14       0.000000000000e+00       9.469664298427e-17       1.416282324662e-17       1.316094767247e-18 
 2788       5.600384066373e-12       1.717897218376e-13      -9.801099218672e-14       0.000000000000e+00       9.455509679455e-17       1.410059651282e-17       1.323611544945e-18 
 2789       5.573845707625e-12       1.723527063084e-13      -9.627207118690e-14       0.000000000000e+00       9.441380212907e-17       1.403879640786e-17       1.329577933139e-18 
 2790       5.547372431170e-12       1.729246902839e-13      -9.461555919927e-14       0.000000000000e+00       9.427275867839e-17       1.397739981134e-17       1.334046201339e-18 
 2791       5.520967879977e-12       1.735052558029e-13      -9.304088683254e-14       0.000000000000e+00       9.413196627445e-17       1.391639213353e-17       1.337091625713e-18 
 2792       5.494635707029e-12       1.740939836667e-13      -9.154748267443e-14       0.000000000000e+00       9.399142474676e-17       1.385575874072e-17       1.338789705144e-18 
 2793       5.468379575327e-12       1.746904534380e-13      -9.013477328981e-14       0.000000000000e+00       9.385113392237e-17       1.379548495519e-17       1.339216161439e-18 
 2794       5.442203157906e-12       1.752942434399e-13      -8.880218321874e-14       0.000000000000e+00       9.371109362586e-17       1.373555605513e-17       1.338446939521e-18 
 2795       5.416110137839e-12       1.759049307545e-13      -8.754913497456e-14       0.000000000000e+00       9.357130367935e-17       1.367595727464e-17       1.336558207639e-18 
 2796       5.390104208247e-12       1.765220912220e-13      -8.637504904193e-14       0.000000000000e+00       9.343176390249e-17       1.361667380366e-17       1.333626357566e-18 
 2797       5.364189072307e-12       1.771452994395e-13      -8.527934387496e-14       0.000000000000e+00       9.329247411247e-17       1.355769078797e-17       1.329728004800e-18 
 2798       5.338368443262e-12       1.777741287601e-13      -8.426143589523e-14       0.000000000000e+00       9.315343412400e-17       1.349899332909e-17       1.324939988764e-18 
 2799       5.312646044431e-12       1.784081512911e-13      -8.332073948988e-14       0.000000000000e+00       9.301464374930e-17       1.344056648430e-17       1.319339373014e-18 
 2800       5.287025609214e-12       1.790469378939e-13      -8.245666700969e-14       0.000000000000e+00       9.287610279815e-17       1.338239526656e-17       1.313003445432e-18 
 2801       5.261510881105e-12       1.796900581821e-13      -8.166862876716e-14       0.000000000000e+00       9.273781107781e-17       1.332446464448e-17       1.306009718434e-18 
 2802       5.236105613699e-12       1.803370805205e-13      -8.095603303457e-14       0.000000000000e+00       9.259976839308e-17       1.326675954230e-17       1.298435929169e-18 
 2803       5.210813570698e-12       1.809875720243e-13      -8.031828604203e-14       0.000000000000e+00       9.246197454626e-17       1.320926483981e-17       1.290360039719e-18 
 2804       5.185638525925e-12       1.816410985576e-13      -7.975479197562e-14       0.000000000000e+00       9.232442933717e-17       1.315196537236e-17       1.281860237304e-18 
 2805       5.160584263330e-12       1.822972247328e-13      -7.926495297539e-14       0.000000000000e+00       9.218713256311e-17       1.309484593077e-17       1.273014934481e-18 
 2806       5.135654577000e-12       1.829555139086e-13      -7.884816913348e-14       0.000000000000e+00       9.205008401893e-17       1.303789126132e-17       1.263902769345e-18 
 2807       5.110853271165e-12       1.836155281901e-13      -7.850383849217e-14       0.000000000000e+00       9.191328349694e-17       1.298108606571e-17       1.254602605733e-18 
 2808       5.086184160209e-12       1.842768284263e-13      -7.823135704198e-14       0.000000000000e+00       9.177673078698e-17       1.292441500100e-17       1.245193533425e-18 
 2809       5.061651068682e-12       1.849389742102e-13      -7.803011871970e-14       0.000000000000e+00       9.164042567635e-17       1.286786267960e-17       1.235754868341e-18 
 2810       5.037257831301e-12       1.856015238770e-13      -7.789951540651e-14       0.000000000000e+00       9.150436794987e-17       1.281141366920e-17       1.226366152750e-18 
 2811       5.013008292966e-12       1.862640345030e-13      -7.783893692601e-14       0.000000000000e+00       9.136855738984e-17       1.275505249274e-17       1.217107155467e-18 
 2812       4.988906308765e-12       1.869260619049e-13      -7.784777104233e-14       0.000000000000e+00       9.123299377605e-17       1.269876362839e-17       1.208057872053e-18 
 2813       4.964955743985e-12       1.875871606383e-13      -7.792540345817e-14       0.000000000000e+00       9.109767688576e-17       1.264253150946e-17       1.199298525020e-18 
 2814       4.941160474118e-12       1.882468839964e-13      -7.807121781293e-14       0.000000000000e+00       9.096260649374e-17       1.258634052443e-17       1.190909564032e-18 
 2815       4.917524384873e-12       1.889047840097e-13      -7.828459568068e-14       0.000000000000e+00       9.082778237221e-17       1.253017501684e-17       1.182971666104e-18 
 2816       4.894051372183e-12       1.895604114439e-13      -7.856491656836e-14       0.000000000000e+00       9.069320429087e-17       1.247401928531e-17       1.175565735806e-18 
 2817       4.870745342214e-12       1.902133157994e-13      -7.891155791376e-14       0.000000000000e+00       9.055887201690e-17       1.241785758346e-17       1.168772905465e-18 
 2818       4.847610211374e-12       1.908630453101e-13      -7.932389508361e-14       0.000000000000e+00       9.042478531495e-17       1.236167411987e-17       1.162674535362e-18 
 2819       4.824649906323e-12       1.915091469420e-13      -7.980130137170e-14       0.000000000000e+00       9.029094394712e-17       1.230545305806e-17       1.157352213940e-18 
 2820       4.801868363978e-12       1.921511663923e-13      -8.034314799689e-14       0.000000000000e+00       9.015734767298e-17       1.224917851646e-17       1.152887758000e-18 
 2821       4.779269531527e-12       1.927886480885e-13      -8.094880410123e-14       0.000000000000e+00       9.002399624958e-17       1.219283456833e-17       1.149363212904e-18 
 2822       4.756857366433e-12       1.934211351867e-13      -8.161763674800e-14       0.000000000000e+00       8.989088943140e-17       1.213640524174e-17       1.146860852781e-18 
 2823       4.734635836448e-12       1.940481695709e-13      -8.234901091982e-14       0.000000000000e+00       8.975802697039e-17       1.207987451955e-17       1.145463180721e-18 
 2824       4.712608919617e-12       1.946692918520e-13      -8.314228951668e-14       0.000000000000e+00       8.962540861595e-17       1.202322633934e-17       1.145252928981e-18 
 2825       4.690780604288e-12       1.952840413662e-13      -8.399683335406e-14       0.000000000000e+00       8.949303411491e-17       1.196644459337e-17       1.146313059186e-18 
 2826       4.669154889124e-12       1.958919561742e-13      -8.491200116095e-14       0.000000000000e+00       8.936090321157e-17       1.190951312858e-17       1.148726762532e-18 
 2827       4.647735783106e-12       1.964925730603e-13      -8.588714957797e-14       0.000000000000e+00       8.922901564767e-17       1.185241574649e-17       1.152577459982e-18 
 2828       4.626526752193e-12       1.970854661889e-13      -8.692154752368e-14       0.000000000000e+00       8.909737109794e-17       1.179513608651e-17       1.157920956635e-18 
 2829       4.605529056122e-12       1.976703632977e-13      -8.801411881300e-14       0.000000000000e+00       8.896596897652e-17       1.173765727509e-17       1.164701746864e-18 
 2830       4.584743403011e-12       1.982470301041e-13      -8.916369820202e-14       0.000000000000e+00       8.883480862953e-17       1.167996227462e-17       1.172836276145e-18 
 2831       4.564170501929e-12       1.988152317016e-13      -9.036911689553e-14       0.000000000000e+00       8.870388939943e-17       1.162203400000e-17       1.182240747316e-18 
 2832       4.543811062901e-12       1.993747325588e-13      -9.162920254376e-14       0.000000000000e+00       8.857321062502e-17       1.156385531853e-17       1.192831120359e-18 
 2833       4.523665796904e-12       1.999252965191e-13      -9.294277923918e-14       0.000000000000e+00       8.844277164143e-17       1.150540904990e-17       1.204523112184e-18 
 2834       4.503735415868e-12       2.004666868000e-13      -9.430866751330e-14       0.000000000000e+00       8.831257178009e-17       1.144667796613e-17       1.217232196417e-18 
 2835       4.484020632680e-12       2.009986659929e-13      -9.572568433346e-14       0.000000000000e+00       8.818261036878e-17       1.138764479156e-17       1.230873603175e-18 
 2836       4.464522161183e-12       2.015209960621e-13      -9.719264309959e-14       0.000000000000e+00       8.805288673159e-17       1.132829220279e-17       1.245362318860e-18 
 2837       4.445240716173e-12       2.020334383445e-13      -9.870835364105e-14       0.000000000000e+00       8.792340018891e-17       1.126860282861e-17       1.260613085936e-18 
 2838       4.426177013406e-12       2.025357535491e-13      -1.002716222134e-13       0.000000000000e+00       8.779415005745e-17       1.120855925000e-17       1.276540402715e-18 
 2839       4.407331769592e-12       2.030277017565e-13      -1.018812514950e-13       0.000000000000e+00       8.766513565022e-17       1.114814400010e-17       1.293058523140e-18 
 2840       4.388705702399e-12       2.035090424180e-13      -1.035360405844e-13       0.000000000000e+00       8.753635627653e-17       1.108733956409e-17       1.310081456572e-18 
 2841       4.370299530455e-12       2.039795343554e-13      -1.052347849962e-13       0.000000000000e+00       8.740781124200e-17       1.102612837923e-17       1.327522967568e-18 
 2842       4.352113973345e-12       2.044389357607e-13      -1.069762766586e-13       0.000000000000e+00       8.727949984852e-17       1.096449283479e-17       1.345296575672e-18 
 2843       4.334149751612e-12       2.048870041948e-13      -1.087593039100e-13       0.000000000000e+00       8.715142139429e-17       1.090241527199e-17       1.363315555192e-18 
 2844       4.316407586760e-12       2.053234965876e-13      -1.105826514957e-13       0.000000000000e+00       8.702357517379e-17       1.083987798399e-17       1.381492934988e-18 
 2845       4.298888201254e-12       2.057481692373e-13      -1.124451005644e-13       0.000000000000e+00       8.689596047777e-17       1.077686321582e-17       1.399741498256e-18 
 2846       4.281592318517e-12       2.061607778098e-13      -1.143454286657e-13       0.000000000000e+00       8.676857659328e-17       1.071335316435e-17       1.417973782309e-18 
 2847       4.264520662934e-12       2.065610773381e-13      -1.162824097463e-13       0.000000000000e+00       8.664142280362e-17       1.064932997826e-17       1.436102078362e-18 
 2848       4.247673959854e-12       2.069488222219e-13      -1.182548141470e-13       0.000000000000e+00       8.651449838837e-17       1.058477575797e-17       1.454038431318e-18 
 2849       4.231052935585e-12       2.073237662270e-13      -1.202614085995e-13       0.000000000000e+00       8.638780262338e-17       1.051967255564e-17       1.471694639549e-18 
 2850       4.214658317398e-12       2.076856624848e-13      -1.223009562230e-13       0.000000000000e+00       8.626133478076e-17       1.045400237506e-17       1.488982254681e-18 
 2851       4.198490833530e-12       2.080342634917e-13      -1.243722165214e-13       0.000000000000e+00       8.613509412887e-17       1.038774717170e-17       1.505812581379e-18 
 2852       4.182551213177e-12       2.083693211086e-13      -1.264739453796e-13       0.000000000000e+00       8.600907993235e-17       1.032088885259e-17       1.522096677128e-18 
 2853       4.166840186505e-12       2.086905865602e-13      -1.286048950607e-13       0.000000000000e+00       8.588329145205e-17       1.025340927631e-17       1.537745352019e-18 
 2854       4.151358484639e-12       2.089978104347e-13      -1.307638142025e-13       0.000000000000e+00       8.575772794509e-17       1.018529025296e-17       1.552669168532e-18 
 2855       4.136106839672e-12       2.092907426834e-13      -1.329494478144e-13       0.000000000000e+00       8.563238866485e-17       1.011651354408e-17       1.566778441321e-18 
 2856       4.121085984664e-12       2.095691326195e-13      -1.351605372742e-13       0.000000000000e+00       8.550727286091e-17       1.004706086265e-17       1.579983236997e-18 
 2857       4.106296653639e-12       2.098327289183e-13      -1.373958203249e-13       0.000000000000e+00       8.538237977911e-17       9.976913873027e-18       1.592193373910e-18 
 2858       4.091739581589e-12       2.100812796163e-13      -1.396540310714e-13       0.000000000000e+00       8.525770866151e-17       9.906054190903e-18       1.603318421937e-18 
 2859       4.077415504472e-12       2.103145321105e-13      -1.419338999774e-13       0.000000000000e+00       8.513325874642e-17       9.834463383268e-18       1.613267702262e-18 
 2860       4.063325159216e-12       2.105322331583e-13      -1.442341538623e-13       0.000000000000e+00       8.500902926833e-17       9.762122968366e-18       1.621950287161e-18 
 2861       4.049469283715e-12       2.107341288767e-13      -1.465535158974e-13       0.000000000000e+00       8.488501945800e-17       9.689014415654e-18       1.629274999788e-18 
 2862       4.035848616834e-12       2.109199647416e-13      -1.488907056036e-13       0.000000000000e+00       8.476122854237e-17       9.615119145759e-18       1.635150413955e-18 
 2863       4.022463898405e-12       2.110894855876e-13      -1.512444388474e-13       0.000000000000e+00       8.463765574459e-17       9.540418530438e-18       1.639484853919e-18 
 2864       4.009315869232e-12       2.112424356074e-13      -1.536134278382e-13       0.000000000000e+00       8.451430028404e-17       9.464893892536e-18       1.642186394164e-18 
 2865       3.996405271088e-12       2.113785583509e-13      -1.559963811246e-13       0.000000000000e+00       8.439116137630e-17       9.388526505942e-18       1.643162859186e-18 
 2866       3.983732846719e-12       2.114975967252e-13      -1.583920035918e-13       0.000000000000e+00       8.426823823313e-17       9.311297595548e-18       1.642321823277e-18 
 2867       3.971298876883e-12       2.115993420950e-13      -1.607990407903e-13       0.000000000000e+00       8.414553015193e-17       9.233203309164e-18       1.639600551350e-18 
 2868       3.959101788908e-12       2.116837818601e-13      -1.632164121785e-13       0.000000000000e+00       8.402303678444e-17       9.154299716891e-18       1.635055988954e-18 
 2869       3.947139541026e-12       2.117509526309e-13      -1.656430785544e-13       0.000000000000e+00       8.390075786941e-17       9.074658041534e-18       1.628775231534e-18 
 2870       3.935410084684e-12       2.118008911956e-13      -1.680779977824e-13       0.000000000000e+00       8.377869314326e-17       8.994349707706e-18       1.620845625354e-18 
 2871       3.923911364536e-12       2.118336345206e-13      -1.705201247914e-13       0.000000000000e+00       8.365684234010e-17       8.913446342004e-18       1.611354767725e-18 
 2872       3.912641318435e-12       2.118492197501e-13      -1.729684115712e-13       0.000000000000e+00       8.353520519169e-17       8.832019773181e-18       1.600390507218e-18 
 2873       3.901597877427e-12       2.118476842072e-13      -1.754218071709e-13       0.000000000000e+00       8.341378142749e-17       8.750142032330e-18       1.588040943894e-18 
 2874       3.890778965749e-12       2.118290653930e-13      -1.778792576956e-13       0.000000000000e+00       8.329257077464e-17       8.667885353053e-18       1.574394429515e-18 
 2875       3.880182500815e-12       2.117934009877e-13      -1.803397063043e-13       0.000000000000e+00       8.317157295792e-17       8.585322171646e-18       1.559539567772e-18 
 2876       3.869806393218e-12       2.117407288502e-13      -1.828020932070e-13       0.000000000000e+00       8.305078769981e-17       8.502525127268e-18       1.543565214504e-18 
 2877       3.859648546717e-12       2.116710870187e-13      -1.852653556626e-13       0.000000000000e+00       8.293021472044e-17       8.419567062121e-18       1.526560477916e-18 
 2878       3.849706858236e-12       2.115845137104e-13      -1.877284279758e-13       0.000000000000e+00       8.280985373759e-17       8.336521021627e-18       1.508614718803e-18 
 2879       3.839979217854e-12       2.114810473220e-13      -1.901902414949e-13       0.000000000000e+00       8.268970446673e-17       8.253460254606e-18       1.489817550771e-18 
 2880       3.830463508802e-12       2.113607264300e-13      -1.926497246091e-13       0.000000000000e+00       8.256976662096e-17       8.170458213448e-18       1.470258840453e-18 
 2881       3.821157607452e-12       2.112235897903e-13      -1.951058027458e-13       0.000000000000e+00       8.245003991104e-17       8.087588554295e-18       1.450028707737e-18 
 2882       3.812059383316e-12       2.110696763392e-13      -1.975573983685e-13       0.000000000000e+00       8.233052404540e-17       8.004925137213e-18       1.429217525982e-18 
 2883       3.803166699038e-12       2.108990251929e-13      -2.000034309737e-13       0.000000000000e+00       8.221121873009e-17       7.922542026372e-18       1.407915922238e-18 
 2884       3.794477410385e-12       2.107116756479e-13      -2.024428170885e-13       0.000000000000e+00       8.209212366884e-17       7.840513490223e-18       1.386214777472e-18 
 2885       3.785989366246e-12       2.105076671812e-13      -2.048744702684e-13       0.000000000000e+00       8.197323856300e-17       7.758914001670e-18       1.364205226782e-18 
 2886       3.777700408619e-12       2.102870394505e-13      -2.072973010940e-13       0.000000000000e+00       8.185456311157e-17       7.677818238252e-18       1.341978659625e-18 
 2887       3.769608372612e-12       2.100498322945e-13      -2.097102171694e-13       0.000000000000e+00       8.173609701120e-17       7.597301082319e-18       1.319626720030e-18 
 2888       3.761711086432e-12       2.097960857326e-13      -2.121121231186e-13       0.000000000000e+00       8.161783995614e-17       7.517437621203e-18       1.297241306827e-18 
 2889       3.754006371379e-12       2.095258399657e-13      -2.145019205837e-13       0.000000000000e+00       8.149979163832e-17       7.438303147404e-18       1.274914573861e-18 
 2890       3.746492041844e-12       2.092391353758e-13      -2.168785082221e-13       0.000000000000e+00       8.138195174728e-17       7.359973158757e-18       1.252738930215e-18 
 2891       3.739165905295e-12       2.089360125268e-13      -2.192407817037e-13       0.000000000000e+00       8.126431997018e-17       7.282523358616e-18       1.230807040434e-18 
 2892       3.732025762280e-12       2.086165121640e-13      -2.215876337088e-13       0.000000000000e+00       8.114689599182e-17       7.206029656027e-18       1.209211824741e-18 
 2893       3.725069406412e-12       2.082806752148e-13      -2.239179539252e-13       0.000000000000e+00       8.102967949463e-17       7.130568165906e-18       1.188046459261e-18 
 2894       3.718294624371e-12       2.079285427885e-13      -2.262306290455e-13       0.000000000000e+00       8.091267015863e-17       7.056215209215e-18       1.167404376239e-18 
 2895       3.711699195890e-12       2.075601561770e-13      -2.285245427652e-13       0.000000000000e+00       8.079586766150e-17       6.983047313139e-18       1.147379264264e-18 
